"","Id","Date","CDs","Price"
"1583","1478",1997-05-21,5,66.44
"1584","1478",1997-10-27,4,53.96
"1585","1478",1997-11-21,4,96.46
"1586","1478",1998-01-07,10,163.9
"1587","1478",1998-01-13,1,9.99
"1588","1478",1998-04-03,4,53.96
"1589","1479",1997-02-24,1,11.77
"1590","1479",1997-02-26,1,17.3
"1591","1479",1997-07-08,1,14.96
"1592","148",1997-01-07,1,9.98
"1593","148",1997-01-17,3,44.32
"1594","148",1997-01-27,1,39.47
"1595","148",1997-03-05,2,73.98
"1596","148",1997-03-19,1,7.98
"1597","148",1997-03-24,1,12.77
"1598","148",1997-04-10,1,29.95
"1599","148",1997-08-05,3,30.54
"1600","148",1997-08-19,2,29.95
"1601","148",1997-08-25,3,17.37
"1602","148",1997-08-26,2,26.73
"1603","148",1997-09-11,1,12.99
"1604","148",1997-09-17,8,43.92
"1605","148",1997-09-29,1,11.49
"1606","148",1997-10-06,2,24.48
"1607","148",1997-10-28,1,20.99
"1608","148",1997-12-09,2,27.98
"1609","148",1998-03-10,3,37.17
"1610","148",1998-03-13,2,33.98
"1611","1480",1997-02-24,2,29.92
"1612","1481",1997-02-24,4,51.43
"1613","1482",1997-02-24,2,24.73
"1614","1482",1997-06-21,1,11.77
"1615","1482",1998-05-15,1,11.49
"1616","1482",1998-06-03,1,37.99
"1617","1483",1997-02-24,1,38.99
"1618","1484",1997-02-24,1,12.97
"1619","1485",1997-02-24,2,30.72
"1620","1486",1997-02-24,2,43.35
"1621","1487",1997-02-24,1,13.97
"1622","1488",1997-02-24,2,27.94
"1623","1489",1997-02-24,1,14.37
"1624","1489",1997-08-26,4,52.87
"1625","149",1997-01-07,1,13.97
"1626","149",1997-12-09,2,25.98
"1627","149",1998-01-30,2,28.48
"1628","149",1998-02-20,3,35.47
"1629","149",1998-04-19,2,34.21
"1630","149",1998-04-28,1,15.99
"1631","1490",1997-02-24,1,25.77
"1632","1490",1997-03-16,2,28.34
"1633","1490",1997-03-31,2,29.33
"1634","1491",1997-02-24,1,15.36
"1635","1492",1997-02-24,1,11.77
"1636","1492",1998-02-03,1,9.49
"1637","1492",1998-05-10,2,26.98
"1638","1493",1997-02-24,1,19.77
"1639","1494",1997-02-24,5,61.25
"1640","1495",1997-02-24,3,40.1
"1641","1495",1997-03-09,1,15.76
"1642","1495",1997-04-21,3,34.33
"1643","1495",1997-07-29,4,50.1
"1644","1496",1997-02-24,1,14.96
"1645","1496",1998-05-29,1,29.99
"1646","1496",1998-06-11,1,12.99
"1647","1497",1997-02-24,2,25.14
"1648","1497",1997-03-31,2,31.52
"1649","1497",1997-06-01,1,15.76
"1650","1497",1997-06-30,2,31.52
"1651","1497",1997-07-28,1,9.79
"1652","1498",1997-02-24,2,32.32
"1653","1499",1997-02-24,1,20.97
"1654","1499",1997-03-10,1,13.97
"1655","15",1997-01-01,1,15.76
"1656","150",1997-01-07,4,46.48
"1657","150",1997-01-22,3,35.31
"1658","150",1997-02-03,2,26.14
"1659","150",1997-07-31,2,28.93
"1660","150",1997-08-26,2,23.74
"1661","150",1997-11-14,2,22.48
"1662","150",1997-11-24,1,12.99
"1663","1500",1997-02-24,1,19.99
"1664","1501",1997-02-24,1,12.79
"1665","1502",1997-02-24,1,19.97
"1666","1502",1997-07-14,1,23.88
"1667","1502",1997-08-20,8,121.05
"1668","1502",1997-08-24,9,146.37
"1669","1502",1997-11-09,3,54.47
"1670","1502",1997-11-12,7,120.43
"1671","1502",1997-12-17,1,15.49
"1672","1502",1998-04-25,6,65.89
"1673","1502",1998-05-31,5,76.53
"1674","1502",1998-06-28,2,25.48
"1675","1503",1997-02-24,3,35.31
"1676","1503",1997-03-18,4,49.27
"1677","1504",1997-02-24,4,56.29
"1678","1505",1997-02-24,4,59.25
"1679","1505",1997-04-28,8,111.53
"1680","1505",1997-08-19,6,89.17
"1681","1505",1997-11-06,2,25.98
"1682","1505",1998-03-30,6,77.64
"1683","1506",1997-02-24,1,5.78
"1684","1507",1997-02-24,1,9.98
"1685","1507",1997-03-20,2,23.95
"1686","1507",1997-03-24,1,9.77
"1687","1508",1997-02-25,2,23.54
"1688","1508",1997-05-09,2,31.13
"1689","1509",1997-02-25,1,13.97
"1690","151",1997-01-07,1,11.77
"1691","151",1997-02-23,4,59.84
"1692","151",1997-07-14,1,14.79
"1693","151",1997-09-08,1,10.77
"1694","151",1997-09-11,1,14.37
"1695","1510",1997-02-25,2,21.28
"1696","1510",1998-03-31,8,73.42
"1697","1511",1997-02-25,3,37.26
"1698","1512",1997-02-25,5,77.04
"1699","1512",1997-04-01,6,73.81
"1700","1512",1997-04-21,5,83.44
"1701","1512",1997-04-30,6,84.64
"1702","1512",1997-07-08,5,89.43
"1703","1512",1997-10-28,3,110.97
"1704","1512",1998-05-01,5,68.95
"1705","1512",1998-05-29,1,59.47
"1706","1513",1997-02-25,1,12.77
"1707","1514",1997-02-25,1,19.99
"1708","1514",1998-05-29,3,59.46
"1709","1515",1997-02-25,1,14.96
"1710","1516",1997-02-25,1,11.77
"1711","1516",1997-02-28,5,65.85
"1712","1516",1997-03-29,5,58.25
"1713","1516",1997-06-09,2,28.34
"1714","1516",1997-06-11,2,25.14
"1715","1516",1997-07-02,1,11.77
"1716","1516",1997-07-05,1,10.77
"1717","1516",1997-07-11,2,24.14
"1718","1516",1997-07-21,3,35.31
"1719","1516",1997-07-22,4,57.19
"1720","1516",1997-07-24,14,192.57
"1721","1516",1997-07-26,2,23.54
"1722","1516",1997-07-30,6,88.02
"1723","1516",1997-08-02,3,43.3
"1724","1516",1997-08-08,5,75.44
"1725","1516",1997-08-10,2,25.74
"1726","1516",1997-08-12,2,26.14
"1727","1516",1997-08-18,1,28.3
"1728","1516",1997-08-20,2,29.73
"1729","1516",1997-08-22,1,9.97
"1730","1516",1997-09-06,3,30.31
"1731","1516",1997-09-10,1,11.49
"1732","1516",1997-09-14,2,26.48
"1733","1516",1997-09-16,1,21.49
"1734","1516",1997-09-17,2,32.48
"1735","1516",1997-09-21,2,28.48
"1736","1516",1997-09-29,2,28.98
"1737","1516",1997-10-15,1,11.49
"1738","1516",1997-10-21,1,14.99
"1739","1516",1997-10-24,3,38.47
"1740","1516",1997-10-30,1,17.99
"1741","1516",1997-11-07,1,14.49
"1742","1516",1997-11-15,1,9.49
"1743","1516",1997-12-13,4,50.96
"1744","1516",1997-12-21,1,12.99
"1745","1516",1998-01-21,2,22.98
"1746","1516",1998-01-30,3,35.97
"1747","1516",1998-03-02,2,37.98
"1748","1516",1998-04-26,1,14.42
"1749","1516",1998-05-10,2,26.98
"1750","1516",1998-05-26,6,92.94
"1751","1516",1998-06-10,2,26.98
"1752","1517",1997-02-25,2,30.13
"1753","1517",1997-09-27,1,11.49
"1754","1518",1997-02-25,6,129.82
"1755","1518",1997-03-11,1,15.36
"1756","1518",1997-03-26,2,28.34
"1757","1518",1997-04-02,3,38.71
"1758","1518",1997-04-13,3,37.53
"1759","1518",1997-04-16,7,109.82
"1760","1518",1997-08-27,1,15.36
"1761","1518",1997-10-07,1,9.49
"1762","1519",1997-02-25,2,11.58
"1763","152",1997-01-07,1,30.97
"1764","1520",1997-02-25,1,14.37
"1765","1521",1997-02-25,2,26.67
"1766","1521",1997-04-24,1,14.9
"1767","1522",1997-02-25,3,59.69
"1768","1523",1997-02-25,1,14.96
"1769","1524",1997-02-25,1,36.37
"1770","1525",1997-02-25,2,23.98
"1771","1525",1997-09-06,1,11.77
"1772","1525",1997-09-27,2,23.48
"1773","1525",1997-12-03,2,26.98
"1774","1525",1998-03-07,2,26.48
"1775","1526",1997-02-25,1,11.77
"1776","1527",1997-02-25,1,14.37
"1777","1527",1997-10-22,1,12.99
"1778","1528",1997-02-25,1,11.77
"1779","1529",1997-02-25,4,46.08
"1780","1529",1997-03-04,5,84.85
"1781","1529",1997-03-08,4,51.48
"1782","153",1997-01-07,1,11.77
"1783","1530",1997-02-25,1,14.37
"1784","1531",1997-02-25,2,27.13
"1785","1532",1997-02-25,1,11.77
"1786","1532",1997-06-27,2,26.94
"1787","1533",1997-02-25,2,28.74
"1788","1533",1997-04-21,1,15.99
"1789","1533",1997-07-13,2,29.92
"1790","1533",1998-01-19,1,11.88
"1791","1533",1998-02-23,3,45.47
"1792","1533",1998-04-04,1,13.99
"1793","1533",1998-06-27,1,51.08
"1794","1534",1997-02-25,1,11.99
"1795","1535",1997-02-25,2,31.76
"1796","1535",1997-09-18,2,10.48
"1797","1536",1997-02-25,1,9.77
"1798","1537",1997-02-25,1,30.99
"1799","1538",1997-02-25,3,37.47
"1800","1539",1997-02-26,2,32.76
"1801","1539",1997-03-08,1,14.96
"1802","1539",1997-03-21,1,29.99
"1803","1539",1997-03-24,3,41.1
"1804","1539",1997-04-09,1,14.96
"1805","1539",1997-04-30,1,5.78
"1806","1539",1997-05-18,1,24.95
"1807","1539",1997-05-27,2,17.76
"1808","1539",1997-06-14,1,7.13
"1809","1539",1997-06-16,1,14.96
"1810","1539",1997-07-05,1,13.97
"1811","1539",1997-07-26,2,12.55
"1812","1539",1997-08-09,2,28.13
"1813","1539",1997-08-24,2,15.56
"1814","1539",1997-09-23,1,11.99
"1815","1539",1997-10-19,2,27.98
"1816","1539",1997-10-26,2,39.98
"1817","1539",1997-11-24,1,17.99
"1818","1539",1998-02-08,1,12.99
"1819","1539",1998-04-15,1,11.88
"1820","1539",1998-04-19,1,28.49
"1821","1539",1998-04-22,1,38.99
"1822","1539",1998-06-18,1,12.99
"1823","1539",1998-06-19,1,39.49
"1824","154",1997-01-07,1,15.36
"1825","154",1997-01-27,1,16.7
"1826","1540",1997-02-26,2,64.74
"1827","1541",1997-02-26,1,11.77
"1828","1541",1997-03-17,1,14.79
"1829","1541",1998-01-24,1,11.49
"1830","1542",1997-02-26,5,65.04
"1831","1543",1997-02-26,11,97.63
"1832","1543",1997-03-26,1,9.98
"1833","1543",1997-04-03,3,25.15
"1834","1544",1997-02-26,2,30.32
"1835","1544",1997-04-02,2,37.73
"1836","1544",1997-05-08,3,36.5
"1837","1544",1997-05-29,2,29.33
"1838","1544",1997-08-23,1,14.37
"1839","1544",1997-12-30,2,35.48
"1840","1544",1998-05-23,1,11.88
"1841","1545",1997-02-26,1,17
"1842","1546",1997-02-26,1,14.96
"1843","1546",1997-03-17,1,11.77
"1844","1547",1997-02-26,7,105.61
"1845","1547",1997-03-26,3,51.11
"1846","1547",1997-05-14,3,51.11
"1847","1547",1997-07-01,5,70.62
"1848","1547",1997-07-24,2,37.14
"1849","1547",1997-08-27,1,122.37
"1850","1547",1997-09-19,4,70.46
"1851","1548",1997-02-26,2,36.77
"1852","1549",1997-02-26,2,24.26
"1853","1549",1997-11-11,2,25.48
"1854","155",1997-01-07,1,0
"1855","1550",1997-02-26,3,39.11
"1856","1550",1997-02-27,1,15.36
"1857","1551",1997-02-26,1,14.96
"1858","1551",1997-03-18,1,11.97
"1859","1551",1997-04-25,1,13.77
"1860","1551",1997-08-27,1,21
"1861","1551",1997-10-24,1,11.49
"1862","1551",1997-11-12,1,11.49
"1863","1551",1998-05-17,2,29.48
"1864","1552",1997-02-26,1,19.77
"1865","1552",1997-03-13,1,13.97
"1866","1552",1998-04-08,1,12.58
"1867","1553",1997-02-26,1,14.96
"1868","1554",1997-02-26,1,10.77
"1869","1554",1998-03-09,1,11.49
"1870","1555",1997-02-26,1,14.96
"1871","1555",1997-11-21,1,18.49
"1872","1556",1997-02-26,1,9.98
"1873","1557",1997-02-26,3,34.71
"1874","1557",1997-06-20,3,50.48
"1875","1557",1997-10-29,2,22.98
"1876","1557",1997-11-16,1,11.49
"1877","1557",1998-04-06,1,14.99
"1878","1558",1997-02-26,1,11.77
"1879","1558",1997-03-14,1,11.97
"1880","1559",1997-02-26,1,17.36
"1881","156",1997-01-07,1,11.77
"1882","156",1997-02-21,2,34.32
"1883","1560",1997-02-26,25,421.73
"1884","1560",1997-03-06,3,54.97
"1885","1560",1997-03-18,1,17.9
"1886","1560",1997-03-20,2,34.98
"1887","1560",1997-03-27,9,179.91
"1888","1560",1997-03-30,13,192.65
"1889","1560",1997-04-06,8,149.92
"1890","1560",1997-04-16,6,119.94
"1891","1560",1997-09-15,11,189.39
"1892","1560",1997-10-09,3,56.47
"1893","1560",1998-05-11,4,57.46
"1894","1560",1998-05-28,3,53.47
"1895","1560",1998-06-23,1,19.49
"1896","1561",1997-02-26,1,15.36
"1897","1562",1997-02-26,1,5.96
"1898","1563",1997-02-26,1,21.97
"1899","1564",1997-02-26,1,14.96
"1900","1565",1997-02-26,1,5.78
"1901","1566",1997-02-26,1,13.97
"1902","1567",1997-02-26,1,10.77
"1903","1567",1997-02-27,1,14.96
"1904","1567",1997-08-22,1,10.97
"1905","1567",1997-08-26,2,27.73
"1906","1567",1997-10-28,2,34.48
"1907","1568",1997-02-26,1,55.97
"1908","1569",1997-02-26,3,56.5
"1909","1569",1997-04-05,2,27.34
"1910","157",1997-01-07,1,11.99
"1911","157",1997-01-10,1,9.97
"1912","157",1997-01-14,1,13.97
"1913","157",1997-01-19,3,46.08
"1914","157",1997-01-22,1,5.99
"1915","157",1997-01-29,2,27.94
"1916","157",1997-02-03,2,23.98
"1917","157",1997-02-15,4,55.47
"1918","157",1997-03-14,1,14.99
"1919","157",1997-03-20,1,14.96
"1920","157",1997-04-02,1,14.96
"1921","157",1997-04-04,5,72.44
"1922","157",1997-04-08,2,27.94
"1923","157",1997-04-18,2,26.93
"1924","157",1997-04-20,1,14.96
"1925","157",1997-05-04,1,12.77
"1926","157",1997-05-08,1,14.96
"1927","157",1997-05-15,1,12.77
"1928","157",1997-06-02,3,41.69
"1929","157",1997-06-27,2,29.92
"1930","157",1997-07-06,1,15.36
"1931","157",1997-07-22,1,15.96
"1932","157",1997-07-31,1,14.96
"1933","157",1997-08-03,1,14.96
"1934","157",1997-08-20,2,29.92
"1935","157",1997-09-06,1,15.36
"1936","157",1997-09-11,3,39.97
"1937","157",1997-09-16,2,25.98
"1938","157",1997-09-27,4,57.96
"1939","157",1997-09-28,4,48.46
"1940","157",1997-10-07,1,12.49
"1941","157",1997-10-25,3,39.97
"1942","157",1997-11-02,1,12.99
"1943","157",1997-11-23,1,13.99
"1944","157",1997-11-25,3,37.47
"1945","157",1997-12-17,1,12.99
"1946","157",1997-12-18,2,25.98
"1947","157",1997-12-24,1,12.99
"1948","157",1998-01-02,1,12.99
"1949","157",1998-01-27,1,14.99
"1950","157",1998-03-10,2,42.98
"1951","157",1998-04-12,1,11.88
"1952","157",1998-05-17,3,60.45
"1953","157",1998-06-11,4,37.96
"1954","1570",1997-02-26,1,11.77
"1955","1571",1997-02-26,1,15.36
"1956","1572",1997-02-26,2,29.66
"1957","1572",1997-03-09,1,15.96
"1958","1572",1997-06-21,1,12.25
"1959","1572",1997-09-26,3,38.97
"1960","1572",1997-10-21,3,42.97
"1961","1572",1998-02-06,1,11.49
"1962","1572",1998-02-18,1,12.99
"1963","1573",1997-02-26,1,11.77
"1964","1573",1997-10-11,3,35.97
"1965","1573",1998-01-19,2,24.48
"1966","1574",1997-02-26,1,14.37
"1967","1574",1997-03-06,1,14.37
"1968","1575",1997-02-27,3,27.53
"1969","1575",1997-05-13,1,7.98
"1970","1576",1997-02-27,1,20.99
"1971","1576",1997-03-20,1,20.99
"1972","1577",1997-02-27,1,16.96
"1973","1577",1997-07-31,2,29.92
"1974","1578",1997-02-27,2,17.88
"1975","1579",1997-02-27,6,100.42
"1976","1579",1997-03-26,1,16.36
"1977","158",1997-01-08,1,14.37
"1978","1580",1997-02-27,3,40.05
"1979","1580",1997-03-04,1,14.96
"1980","1580",1997-03-06,1,13.97
"1981","1580",1997-04-25,1,12.77
"1982","1580",1997-04-28,1,14.96
"1983","1580",1997-04-30,1,12.77
"1984","1580",1997-05-13,1,14.37
"1985","1580",1997-05-16,2,47.41
"1986","1580",1997-05-19,1,32.45
"1987","1580",1997-05-22,4,56.46
"1988","1580",1997-10-03,4,81.96
"1989","1580",1997-10-25,5,71.45
"1990","1580",1997-10-27,5,64.45
"1991","1580",1998-04-16,12,168.15
"1992","1581",1997-02-27,1,13.97
"1993","1582",1997-02-27,1,17.9
"1994","1583",1997-02-27,2,29.33
"1995","1583",1997-04-19,1,14.96
"1996","1583",1997-06-11,2,27.94
"1997","1583",1997-08-31,3,41.69
"1998","1583",1997-12-05,1,14.49
"1999","1584",1997-02-27,3,44.98
"2000","1584",1997-11-30,4,57.96
"2001","1585",1997-02-27,2,26.74
"2002","1586",1997-02-27,2,29.13
"2003","1587",1997-02-27,3,46.68
"2004","1588",1997-02-27,3,38.51
"2005","1588",1997-04-21,2,26.74
"2006","1589",1997-02-27,1,13.97
"2007","159",1997-01-08,2,30.36
"2008","159",1997-01-09,4,59.06
"2009","159",1997-01-28,3,50.97
"2010","159",1997-06-30,2,29.73
"2011","1590",1997-02-27,1,13.97
"2012","1591",1997-02-27,1,15.96
"2013","1592",1997-02-27,1,10.78
"2014","1593",1997-02-27,1,9.97
"2015","1593",1997-03-13,1,9.97
"2016","1594",1997-02-27,3,40.11
"2017","1595",1997-02-27,2,28.93
"2018","1595",1997-03-19,1,15.36
"2019","1595",1997-03-27,2,29.92
"2020","1596",1997-02-27,1,11.77
"2021","1596",1997-12-07,4,53.96
"2022","1597",1997-02-27,4,52.1
"2023","1597",1997-03-08,3,37.91
"2024","1597",1997-04-05,4,54.9
"2025","1597",1997-04-14,3,52.51
"2026","1597",1997-07-19,5,91.88
"2027","1597",1997-12-04,6,80.94
"2028","1597",1998-05-11,4,57.85
"2029","1598",1997-02-27,4,64.92
"2030","1598",1997-08-21,14,186.26
"2031","1599",1997-02-27,1,12.49
"2032","16",1997-01-01,1,12.49
"2033","160",1997-01-08,2,31.54
"2034","1600",1997-02-27,3,31.05
"2035","1601",1997-02-27,1,11.77
"2036","1601",1998-04-15,2,24.87
"2037","1602",1997-02-27,2,20.54
"2038","1603",1997-02-27,1,13.97
"2039","1604",1997-02-27,2,24.13
"2040","1605",1997-02-27,4,70.14
"2041","1605",1997-03-02,4,104.96
"2042","1605",1997-07-27,4,69.96
"2043","1606",1997-02-27,1,10.77
"2044","1607",1997-02-27,1,15.96
"2045","1607",1997-08-19,1,14.96
"2046","1607",1998-06-21,2,26.48
"2047","1608",1997-02-27,1,11.77
"2048","1608",1997-09-27,1,12.99
"2049","1608",1997-10-04,1,6.49
"2050","1608",1998-03-17,2,23.07
"2051","1608",1998-04-04,2,27.48
"2052","1609",1997-02-28,1,12.77
"2053","1609",1997-06-11,1,12.77
"2054","161",1997-01-08,4,63.93
"2055","161",1998-06-09,1,14.49
"2056","1610",1997-02-28,3,28.52
"2057","1611",1997-02-28,1,19.99
"2058","1611",1997-03-07,1,23.99
"2059","1611",1997-05-14,1,14.79
"2060","1611",1997-07-01,2,26.13
"2061","1612",1997-02-28,1,13.97
"2062","1612",1997-03-13,1,14.37
"2063","1612",1997-04-11,1,14.96
"2064","1613",1997-02-28,4,50.68
"2065","1614",1997-02-28,26,396.95
"2066","1614",1997-03-07,1,27.77
"2067","1614",1997-09-10,1,14.49
"2068","1615",1997-02-28,1,16.36
"2069","1615",1997-06-13,5,61.67
"2070","1615",1997-06-23,1,15.36
"2071","1615",1997-07-27,5,65.8
"2072","1615",1997-07-30,3,39.5
"2073","1615",1997-09-15,1,17.49
"2074","1615",1997-12-14,2,38.98
"2075","1615",1998-01-14,2,57.48
"2076","1615",1998-04-30,8,112.92
"2077","1616",1997-02-28,4,100.34
"2078","1617",1997-02-28,1,12.9
"2079","1617",1997-06-24,1,15.96
"2080","1617",1998-02-08,3,33.97
"2081","1618",1997-02-28,3,80.31
"2082","1619",1997-02-28,2,19.96
"2083","162",1997-01-08,2,26.14
"2084","162",1997-01-22,3,46.28
"2085","1620",1997-02-28,1,11.77
"2086","1620",1997-03-12,1,10.77
"2087","1621",1997-02-28,2,40.76
"2088","1621",1997-08-28,1,19.55
"2089","1621",1998-06-09,2,29.98
"2090","1622",1997-02-28,3,37.51
"2091","1623",1997-02-28,3,37.51
"2092","1623",1998-03-07,3,38.86
"2093","1623",1998-03-13,4,64.46
"2094","1623",1998-03-15,1,11.88
"2095","1623",1998-05-01,1,21.49
"2096","1623",1998-05-12,1,21.49
"2097","1624",1997-02-28,3,49.7
"2098","1625",1997-02-28,2,35.78
"2099","1626",1997-02-28,1,11.77
"2100","1626",1997-03-23,3,48.36
"2101","1626",1997-12-24,3,34.47
"2102","1627",1997-02-28,4,52.27
"2103","1628",1997-02-28,1,8.79
"2104","1628",1997-04-14,3,42.1
"2105","1628",1997-07-02,1,10.77
"2106","1628",1997-08-07,3,37.51
"2107","1628",1997-08-11,2,25.74
"2108","1628",1997-08-28,2,27.93
"2109","1628",1997-10-09,2,19.98
"2110","1628",1997-10-30,3,43.47
"2111","1628",1997-11-07,2,23.98
"2112","1628",1997-11-22,4,59.96
"2113","1628",1997-12-17,2,30.98
"2114","1628",1998-01-13,5,56.95
"2115","1628",1998-01-30,3,50.97
"2116","1628",1998-03-13,5,59.95
"2117","1628",1998-05-21,2,17.98
"2118","1628",1998-06-01,3,30.97
"2119","1629",1997-02-28,1,14.37
"2120","1629",1997-09-13,6,60.44
"2121","163",1997-01-08,1,73.3
"2122","1630",1997-02-28,2,28.93
"2123","1630",1997-10-02,2,19.98
"2124","1630",1997-10-13,3,35.97
"2125","1630",1997-11-05,3,41.97
"2126","1631",1997-02-28,1,5.99
"2127","1631",1997-04-09,1,12.49
"2128","1632",1997-02-28,1,11.77
"2129","1633",1997-02-28,1,9.97
"2130","1633",1997-03-06,2,13.54
"2131","1633",1997-06-03,1,11.77
"2132","1633",1997-07-28,5,118.23
"2133","1633",1997-09-03,1,13.97
"2134","1633",1997-10-13,1,12.99
"2135","1633",1997-12-09,1,13.99
"2136","1633",1997-12-19,1,9.49
"2137","1633",1997-12-24,2,23.98
"2138","1633",1998-01-16,3,24.47
"2139","1633",1998-03-06,2,25.98
"2140","1633",1998-04-08,1,11.49
"2141","1633",1998-05-01,2,25.57
"2142","1633",1998-06-11,4,48.05
"2143","1634",1997-02-28,2,23.74
"2144","1635",1997-02-28,5,55.65
"2145","1636",1997-02-28,1,7.98
"2146","1637",1997-02-28,1,13.97
"2147","1638",1997-02-28,1,10.77
"2148","1639",1997-03-01,1,11.77
"2149","1639",1997-05-04,1,13.97
"2150","1639",1997-05-19,1,10.77
"2151","1639",1997-06-15,3,42.31
"2152","1639",1997-07-31,3,42.31
"2153","1639",1997-10-26,6,80.94
"2154","164",1997-01-08,1,17.7
"2155","164",1997-01-25,10,139.7
"2156","164",1997-03-25,6,78.22
"2157","164",1997-04-14,4,52.68
"2158","164",1997-06-24,3,40.7
"2159","164",1997-07-14,5,69.63
"2160","164",1997-07-15,2,26.74
"2161","164",1997-07-22,4,57.45
"2162","164",1997-08-25,6,72.82
"2163","164",1997-09-04,4,49.48
"2164","164",1997-09-24,3,36.97
"2165","164",1997-10-22,5,72.95
"2166","164",1998-01-06,2,24.48
"2167","164",1998-01-07,4,107.96
"2168","164",1998-02-05,2,29.06
"2169","164",1998-03-24,1,8.49
"2170","164",1998-04-06,2,26.48
"2171","1640",1997-03-01,3,36.1
"2172","1640",1997-05-05,3,37.1
"2173","1640",1997-05-12,3,41.69
"2174","1640",1997-05-29,3,45.29
"2175","1640",1997-12-05,15,203.85
"2176","1640",1998-01-09,1,9.49
"2177","1640",1998-03-26,2,14.98
"2178","1641",1997-03-01,1,18.36
"2179","1642",1997-03-01,3,37.31
"2180","1643",1997-03-01,6,83.2
"2181","1644",1997-03-01,1,12.77
"2182","1644",1997-06-30,1,33.86
"2183","1645",1997-03-01,1,17.3
"2184","1645",1998-05-06,1,15.49
"2185","1646",1997-03-01,2,36.94
"2186","1646",1997-03-24,3,38.31
"2187","1647",1997-03-01,3,33.53
"2188","1647",1998-02-18,3,34.97
"2189","1648",1997-03-01,3,40.5
"2190","1648",1997-04-02,2,28.93
"2191","1648",1997-05-02,1,11.77
"2192","1648",1997-12-16,2,25.98
"2193","1648",1998-01-31,3,41.97
"2194","1649",1997-03-01,2,33.27
"2195","165",1997-01-08,4,53.72
"2196","1650",1997-03-01,2,25.54
"2197","1651",1997-03-01,1,12.49
"2198","1652",1997-03-01,1,8.77
"2199","1652",1997-03-09,1,9.77
"2200","1652",1997-08-19,1,15.36
"2201","1653",1997-03-01,2,22.54
"2202","1653",1997-04-01,3,32.31
"2203","1653",1997-05-04,2,29.33
"2204","1653",1997-06-19,1,11.77
"2205","1653",1997-07-25,1,21.37
"2206","1653",1997-11-08,2,27.98
"2207","1653",1997-11-17,1,5.49
"2208","1654",1997-03-01,1,20.97
"2209","1655",1997-03-01,1,15.76
"2210","1656",1997-03-01,6,97.21
"2211","1657",1997-03-01,1,15.36
"2212","1658",1997-03-01,2,44.34
"2213","1658",1997-06-10,2,29.93
"2214","1658",1997-07-16,3,47.52
"2215","1659",1997-03-01,1,21.99
"2216","166",1997-01-08,3,49.08
"2217","166",1998-01-29,4,51.96
"2218","1660",1997-03-01,2,35.34
"2219","1661",1997-03-01,2,22.74
"2220","1662",1997-03-01,1,23.99
"2221","1662",1997-06-27,1,14.96
"2222","1662",1997-10-21,3,35.47
"2223","1662",1997-12-02,5,56.45
"2224","1662",1998-03-16,2,28.98
"2225","1662",1998-03-23,3,45.97
"2226","1663",1997-03-01,1,12.49
"2227","1664",1997-03-01,2,30.76
"2228","1664",1997-04-12,2,24.73
"2229","1664",1998-03-14,2,26.87
"2230","1664",1998-05-11,1,11.88
"2231","1665",1997-03-02,2,32.33
"2232","1665",1997-04-01,1,18.36
"2233","1665",1997-11-25,1,18.99
"2234","1666",1997-03-02,3,46.28
"2235","1667",1997-03-02,2,63.69
"2236","1668",1997-03-02,2,29.73
"2237","1668",1997-04-28,3,41.5
"2238","1668",1997-06-03,1,10.77
"2239","1668",1997-06-28,2,10.76
"2240","1668",1997-11-30,3,39.47
"2241","1668",1998-03-28,2,30.98
"2242","1668",1998-06-19,3,34.97
"2243","1669",1997-03-02,3,45.28
"2244","1669",1997-06-11,2,29.92
"2245","1669",1997-08-31,1,13.97
"2246","1669",1997-09-30,2,25.98
"2247","1669",1997-11-19,4,54.96
"2248","1669",1998-03-16,2,24.46
"2249","167",1997-01-08,1,12.49
"2250","167",1997-02-05,4,49.96
"2251","167",1997-03-10,2,13.58
"2252","167",1997-03-15,1,12.79
"2253","167",1997-04-16,2,24.98
"2254","167",1997-05-14,7,100.93
"2255","167",1997-05-15,3,32.3
"2256","167",1997-05-16,2,11.58
"2257","167",1997-05-19,2,20.76
"2258","167",1997-05-20,3,28.81
"2259","167",1997-06-06,1,5.78
"2260","167",1997-06-24,1,12.25
"2261","167",1997-07-23,1,4.99
"2262","167",1997-07-24,1,12.25
"2263","167",1997-10-14,4,49.96
"2264","167",1997-10-20,1,11.49
"2265","167",1997-10-24,2,24.98
"2266","167",1997-11-07,4,35.96
"2267","167",1997-11-18,1,12.49
"2268","167",1997-11-20,3,47.97
"2269","167",1997-12-01,2,16.98
"2270","167",1998-01-02,2,53.48
"2271","167",1998-01-06,4,63.96
"2272","167",1998-01-11,5,105.95
"2273","167",1998-01-27,5,66.95
"2274","167",1998-02-09,2,24.98
"2275","167",1998-02-18,1,11.02
"2276","167",1998-03-20,1,5.99
"2277","167",1998-03-28,3,40.97
"2278","167",1998-05-13,3,41.97
"2279","1670",1997-03-02,18,323.68
"2280","1670",1998-02-12,3,37.47
"2281","1671",1997-03-02,9,128.68
"2282","1671",1997-04-30,3,44.69
"2283","1671",1997-08-29,3,45.68
"2284","1671",1997-11-29,6,101.94
"2285","1671",1997-12-16,5,65.45
"2286","1671",1998-01-06,1,12.99
"2287","1671",1998-01-31,1,12.58
"2288","1671",1998-02-12,3,47.65
"2289","1671",1998-02-27,3,34.24
